#metric_id,frequency_type,subject,measure,gdf_id,graph_id,discovery_ts
030001000200000000000000000000000000000000000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats>Metric:Total Memory (MB),10007,1,1617690290
030001000200000000000000000000000000000001000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats>Metric:Used Memory (MB),10007,2,1617690290
030001000200000000000000000000000000000002000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats>Metric:Free Memory (MB),10007,3,1617690290
030001000200000000000000000000000000000003000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats>Metric:Shared Memory (MB),10007,4,1617690290
030001000200000000000000000000000000000004000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats>Metric:Buffers Memory (MB),10007,5,1617690290
030001000200000000000000000000000000000005000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats>Metric:Cached Memory (MB),10007,6,1617690290
030001000200000000000000000000000100010000000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Messages Received/Sec,10633,1,1617690290
030001000200000000000000000000000100010001000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Message Failed/Sec,10633,2,1617690290
030001000200000000000000000000000100010002000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Csum Errors/Sec,10633,3,1617690290
030001000200000000000000000000000100010003000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Destination Unreachable/Sec,10633,4,1617690290
030001000200000000000000000000000100010004000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Timeout In Transit/Sec,10633,5,1617690290
030001000200000000000000000000000100010005000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Wrong Parameters/Sec,10633,6,1617690290
030001000200000000000000000000000100010006000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Source Quenches/Sec,10633,7,1617690290
030001000200000000000000000000000100010007000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Redirects/Sec,10633,8,1617690290
030001000200000000000000000000000100010008000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Echo Requests/Sec,10633,9,1617690290
030001000200000000000000000000000100010009000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Echo Replies/Sec,10633,10,1617690290
03000100020000000000000000000000010001000A000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Timestamp Request/Sec,10633,11,1617690290
03000100020000000000000000000000010001000B000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Timestamp Reply/Sec,10633,12,1617690290
03000100020000000000000000000000010001000C000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Address Mask Request/Sec,10633,13,1617690290
03000100020000000000000000000000010001000D000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Input Address Mask Replies/Sec,10633,14,1617690290
03000100020000000000000000000000010001000E000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Messages Sent/Sec,10633,15,1617690290
03000100020000000000000000000000010001000F000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Messages Failed/Sec,10633,16,1617690290
030001000200000000000000000000000100010010000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Output Destination Unreachable/Sec,10633,17,1617690290
030001000200000000000000000000000100010011000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Time Exceeded/Sec,10633,18,1617690290
030001000200000000000000000000000100010012000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Output Wrong Parameters/Sec,10633,19,1617690290
030001000200000000000000000000000100010013000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Output Source Quench/Sec,10633,20,1617690290
030001000200000000000000000000000100010014000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Output Redirect/Sec,10633,21,1617690290
030001000200000000000000000000000100010015000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Output Echo Request/Sec,10633,22,1617690290
030001000200000000000000000000000100010016000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Output Echo Replies/Sec,10633,23,1617690290
030001000200000000000000000000000100010017000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Output Timestamp Requests/Sec,10633,24,1617690290
030001000200000000000000000000000100010018000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Output Timestamp Replies/Sec,10633,25,1617690290
030001000200000000000000000000000100010019000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Output Address Mask Requests/Sec,10633,26,1617690290
03000100020000000000000000000000010001001A000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:ICMP Stats>Metric:ICMP Output Address Mask Replies/Sec,10633,27,1617690290
030001000200000000000000000000000200020000000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:Established,10013,1,1617690290
030001000200000000000000000000000200020001000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:SynSent,10013,2,1617690290
030001000200000000000000000000000200020002000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:SynRcvd,10013,3,1617690290
030001000200000000000000000000000200020003000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:FinWait1,10013,4,1617690290
030001000200000000000000000000000200020004000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:FinWait2,10013,5,1617690290
030001000200000000000000000000000200020005000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:TimeWait,10013,6,1617690290
030001000200000000000000000000000200020006000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:Closed,10013,7,1617690290
030001000200000000000000000000000200020007000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:CloseWait,10013,8,1617690290
030001000200000000000000000000000200020008000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:LastAck,10013,9,1617690290
030001000200000000000000000000000200020009000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:Listen,10013,10,1617690290
03000100020000000000000000000000020002000A000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP states counts>Metric:Closing,10013,11,1617690290
030001000200000000000000000000000300030000000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:Established,10881,1,1617690290
030001000200000000000000000000000300030001000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:SynSent,10881,2,1617690290
030001000200000000000000000000000300030002000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:SynRcvd,10881,3,1617690290
030001000200000000000000000000000300030003000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:FinWait1,10881,4,1617690290
030001000200000000000000000000000300030004000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:FinWait2,10881,5,1617690290
030001000200000000000000000000000300030005000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:TimeWait,10881,6,1617690290
030001000200000000000000000000000300030006000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:Closed,10881,7,1617690290
030001000200000000000000000000000300030007000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:CloseWait,10881,8,1617690290
030001000200000000000000000000000300030008000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:LastAck,10881,9,1617690290
030001000200000000000000000000000300030009000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:Listen,10881,10,1617690290
03000100020000000000000000000000030003000A000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:Closing,10881,11,1617690290
03000100020000000000000000000000030003000B000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:Send Queue Size (Bytes),10881,12,1617690290
03000100020000000000000000000000030003000C000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP States V2>Metric:Receive Queue Size (Bytes),10881,13,1617690290
030001000200000000000000000000000400040000000000,3,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats>Metric:Load Average Over 1 Minute,10004,1,1617690290
030001000200000000000000000000000400040001000000,3,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats>Metric:Load Average Over 5 Minute,10004,2,1617690290
030001000200000000000000000000000400040002000000,3,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats>Metric:Load Average Over 15 Minute,10004,3,1617690290
030001000200000000000000000000000400040003000000,3,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats>Metric:Uptime (Days),10004,4,1617690290
030001000200000000000000000000000400040004000000,3,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats>Metric:Number of Users,10004,5,1617690290
030001000200000000000000000000000500050000000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Total Memory (MB),10358,1,1617690290
030001000200000000000000000000000500050001000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Used Memory (MB),10358,2,1617690290
030001000200000000000000000000000500050002000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Free Memory (MB),10358,3,1617690290
030001000200000000000000000000000500050003000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Shared Memory (MB),10358,4,1617690290
030001000200000000000000000000000500050004000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Buffers Memory (MB),10358,5,1617690290
030001000200000000000000000000000500050005000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Cached Memory (MB),10358,6,1617690290
030001000200000000000000000000000500050006000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Actual Used Memory (MB),10358,7,1617690290
030001000200000000000000000000000500050007000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Actual Free Memory (MB),10358,8,1617690290
030001000200000000000000000000000500050008000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Total Swap Memory (MB),10358,9,1617690290
030001000200000000000000000000000500050009000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Used Swap Memory (MB),10358,10,1617690290
03000100020000000000000000000000050005000A000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended>Metric:Free Swap Memory (MB),10358,11,1617690290
030001000200000000000000000000000600060000000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats Ex>Metric:Load Average Over 1 Minute,10569,1,1617690290
030001000200000000000000000000000600060001000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats Ex>Metric:Load Average Over 5 Minute,10569,2,1617690290
030001000200000000000000000000000600060002000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats Ex>Metric:Load Average Over 15 Minute,10569,3,1617690290
030001000200000000000000000000000600060003000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats Ex>Metric:Uptime (Days),10569,4,1617690290
030001000200000000000000000000000600060004000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats Ex>Metric:Number of Users,10569,5,1617690290
030001000200000000000000000000000600060005000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats Ex>Metric:Open Files Limit,10569,6,1617690290
030001000200000000000000000000000600060006000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats Ex>Metric:Open Files,10569,7,1617690290
030001000200000000000000000000000600060007000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:System Load Stats Ex>Metric:Open Files (Pct),10569,8,1617690290
030001000200000000000000000000000700070000000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Total Memory (MB),10490,1,1617690290
030001000200000000000000000000000700070001000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Used Memory (MB),10490,2,1617690290
030001000200000000000000000000000700070002000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Actual Used Memory (Pct),10490,3,1617690290
030001000200000000000000000000000700070003000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Free Memory (MB),10490,4,1617690290
030001000200000000000000000000000700070004000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Actual Free Memory (Pct),10490,14,1617690290
030001000200000000000000000000000700070005000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Shared Memory (MB),10490,5,1617690290
030001000200000000000000000000000700070006000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Buffers Memory (MB),10490,6,1617690290
030001000200000000000000000000000700070007000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Cached Memory (MB),10490,7,1617690290
030001000200000000000000000000000700070008000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Actual Used Memory (MB),10490,8,1617690290
030001000200000000000000000000000700070009000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Actual Free Memory (MB),10490,9,1617690290
03000100020000000000000000000000070007000A000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Total Swap Memory (MB),10490,10,1617690290
03000100020000000000000000000000070007000B000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Used Swap Memory (MB),10490,11,1617690290
03000100020000000000000000000000070007000C000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Used Swap Memory (Pct),10490,12,1617690290
03000100020000000000000000000000070007000D000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended2>Metric:Free Swap Memory (MB),10490,13,1617690290
030001008700000000000000000000000800000000000000,3,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>Instance:CMON,MGType:System Metrics>MGroup:Instance Running Check>Metric:Instance Running Status,10491,1,1617690290
030001000200000000000000000000000900080000000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Total Memory (MB),10670,1,1617690290
030001000200000000000000000000000900080001000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Used Memory (MB),10670,2,1617690290
030001000200000000000000000000000900080002000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Used Memory (Pct),10670,3,1617690290
030001000200000000000000000000000900080003000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Actual Used Memory (Pct),10670,4,1617690290
030001000200000000000000000000000900080004000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Free Memory (MB),10670,5,1617690290
030001000200000000000000000000000900080005000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Free Memory (Pct),10670,6,1617690290
030001000200000000000000000000000900080006000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Actual Free Memory (Pct),10670,7,1617690290
030001000200000000000000000000000900080007000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Shared Memory (MB),10670,8,1617690290
030001000200000000000000000000000900080008000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Buffers Memory (MB),10670,9,1617690290
030001000200000000000000000000000900080009000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Cached Memory (MB),10670,10,1617690290
03000100020000000000000000000000090008000A000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Actual Used Memory (MB),10670,11,1617690290
03000100020000000000000000000000090008000B000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Actual Free Memory (MB),10670,12,1617690290
03000100020000000000000000000000090008000C000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Total Swap Memory (MB),10670,13,1617690290
03000100020000000000000000000000090008000D000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Used Swap Memory (MB),10670,14,1617690290
03000100020000000000000000000000090008000E000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Used Swap Memory (Pct),10670,15,1617690290
03000100020000000000000000000000090008000F000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Free Swap Memory (MB),10670,16,1617690290
030001000200000000000000000000000900080010000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Available Memory (MB),10670,17,1617690290
030001000200000000000000000000000900080011000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:System Metrics>MGroup:Memory Stats Extended3>Metric:Available Memory (Pct),10670,18,1617690290
03000100A900000000000000000000000A00000000000000,3,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>RestaurantId:Instance>Device:Default,MGType:System Metrics>MGroup:Network Device Health Stats>Metric:Uptime (Hours),10607,1,1617690290
03000100A900000000000000000000000A00000001000000,3,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>RestaurantId:Instance>Device:Default,MGType:System Metrics>MGroup:Network Device Health Stats>Metric:CPU Utilization (pct),10607,2,1617690290
03000100A900000000000000000000000A00000002000000,3,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>RestaurantId:Instance>Device:Default,MGType:System Metrics>MGroup:Network Device Health Stats>Metric:Memory Utilization (pct),10607,3,1617690290
030001008700000000000000000000000B00010000000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>Instance:CMON,MGType:Application Metrics>MGroup:Process Stats Ex Linux>Metric:Process Elapsed Time(Sec),10117,1,1617690290
030001008700000000000000000000000B00010001000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>Instance:CMON,MGType:Application Metrics>MGroup:Process Stats Ex Linux>Metric:Process CPU Time(Sec),10117,2,1617690290
030001008700000000000000000000000B00010002000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>Instance:CMON,MGType:Application Metrics>MGroup:Process Stats Ex Linux>Metric:Process Virtual Memory(KB),10117,3,1617690290
030001008700000000000000000000000B00010003000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>Instance:CMON,MGType:Application Metrics>MGroup:Process Stats Ex Linux>Metric:Process RSS Size(KB),10117,4,1617690290
030001008700000000000000000000000B00010004000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>Instance:CMON,MGType:Application Metrics>MGroup:Process Stats Ex Linux>Metric:Process CPU Core Usage(Pct),10117,5,1617690290
030001008700000000000000000000000B00010005000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>Instance:CMON,MGType:Application Metrics>MGroup:Process Stats Ex Linux>Metric:Process Memory Used(Pct),10117,6,1617690290
030001008700000000000000000000000B00010006000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance>Instance:CMON,MGType:Application Metrics>MGroup:Process Stats Ex Linux>Metric:Process Thread Count,10117,7,1617690290
030001000200000000000000000000000C00090000000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Cumulative Active opens,10052,1,1617690290
030001000200000000000000000000000C00090001000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Cumulative Passive opens,10052,2,1617690290
030001000200000000000000000000000C00090002000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Cumulative Failed attempt,10052,3,1617690290
030001000200000000000000000000000C00090003000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Cumulative Reset recieved,10052,4,1617690290
030001000200000000000000000000000C00090004000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Current Established,10052,5,1617690290
030001000200000000000000000000000C00090005000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Cumulative Segments received,10052,6,1617690290
030001000200000000000000000000000C00090006000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Cumulative Segments send out,10052,7,1617690290
030001000200000000000000000000000C00090007000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Cumulative Segments retransmitted,10052,8,1617690290
030001000200000000000000000000000C00090008000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Cumulative Bad segments received,10052,9,1617690290
030001000200000000000000000000000C00090009000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Cumulative Resets sent,10052,10,1617690290
030001000200000000000000000000000C0009000A000000,2,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats (Linux)>Metric:Cumulative SYNs To LISTEN Sockets Dropped,10052,11,1617690290
030001000200000000000000000000000D000A0000000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats Rate (Linux)>Metric:Active opens/Sec,10187,1,1617690290
030001000200000000000000000000000D000A0001000000,1,customer:Default>application:Default>Tier:Cavisson>Server:NDAppliance,MGType:Network Metrics>MGroup:TCP Stats Rate (Linux)>Metric:Passive opens/Sec,10187,2,1617690290
